299;299;693;550;94;693
567;567;567;487;298;298
554;554;554;554;94;639
562;567;693;295;341;573
925;925;925;925;925;366
803;803;803;290;925;706
493;493;554;567;633;72
226;226;226;226;226;226
501;501;501;501;501;501
935;935;935;935;689;341
299;706;295;935;925;567
562;469;991;226;857;550
689;706;994;567;978;567
567;567;567;567;567;567
469;978;158;706;706;487
501;493;562;234;550;311
689;689;689;689;689;689
693;693;693;693;478;400
343;562;985;978;689;226
94;94;991;197;562;633
469;469;433;343;706;935
985;311;487;633;299;295
567;567;567;94;985;366
343;343;343;343;366;197
880;880;880;343;341;290
536;536;536;536;299;158
985;158;693;536;94;295
298;298;298;298;298;298
234;234;234;857;985;226
633;633;633;94;985;550
234;234;935;366;298;567
478;478;493;601;298;341
290;290;234;290;94;400
295;493;158;550;985;567
234;234;234;573;803;985
689;689;689;689;298;311
72;72;72;72;72;72
72;72;72;72;72;72
761;689;501;925;433;633
158;158;158;158;158;158
761;994;573;803;803;803
761;450;925;693;803;295
985;985;985;985;985;985
400;400;400;400;400;925
573;573;94;978;450;311
693;693;693;693;693;469
573;573;573;573;573;573
55;299;366;935;978;761
433;433;433;433;433;706
639;639;639;639;55;925
341;341;341;341;341;158
469;978;991;158;706;935
803;158;994;562;290;72
197;197;197;197;197;197
400;400;366;639;994;487
550;550;550;550;550;550
978;158;219;994;343;985
295;295;991;341;343;433
450;761;478;706;197;226
487;487;487;487;487;991
341;341;341;341;341;341
536;536;536;994;341;94
295;295;295;295;295;295
400;400;400;400;400;554
450;554;197;478;633;72
554;290;400;343;501;450
493;450;295;72;761;633
978;978;978;573;554;803
633;633;633;633;633;633
573;573;573;573;573;341
94;94;94;94;94;550
158;158;554;469;343;552
935;341;478;567;311;400
493;493;493;493;501;761
450;450;450;450;450;450
290;290;550;639;880;693
935;550;234;295;487;478
366;366;366;366;366;991
158;158;158;158;487;536
366;299;298;226;857;554
158;158;158;158;158;562
639;978;341;573;552;197
567;567;567;567;567;72
501;554;562;493;925;450
554;554;554;554;554;554
552;552;552;552;552;552
469;469;469;469;234;487
94;94;94;94;94;94
991;991;991;991;991;639
290;290;400;857;295;219
311;311;985;639;880;693
