333;267;188;860;256;647
550;435;262;445;707;742
53;879;927;370;103;157
390;805;239;483;830;892
602;839;590;198;54;806
835;107;926;340;384;134
324;844;410;777;83;177
373;233;866;310;598;871
721;277;565;685;416;637
224;621;251;890;302;55
366;122;979;377;521;477
986;106;366;251;261;888
322;634;431;929;869;625
178;866;298;849;763;178
561;835;680;951;376;870
642;920;64;178;600;616
439;799;61;341;184;145
671;819;176;544;456;92
122;113;618;292;909;68
991;783;738;631;418;278
596;582;826;825;561;550
533;61;595;972;234;837
714;908;195;992;377;148
699;892;162;391;420;615
138;394;147;221;348;590
850;409;782;102;808;892
248;979;666;948;780;106
808;534;345;772;401;404
873;732;184;768;637;56
249;768;902;362;601;899
958;739;106;962;119;891
315;767;242;382;72;291
887;534;658;108;926;943
365;705;858;954;356;317
917;999;970;338;475;664
395;572;810;985;183;934
976;244;493;50;319;684
160;404;245;734;387;118
173;493;925;114;718;53
117;163;432;645;387;64
804;138;192;576;170;356
725;613;701;530;692;105
255;730;406;577;377;741
151;486;738;62;481;59
457;476;157;132;570;717
829;916;547;52;767;110
333;793;405;683;436;504
486;251;189;419;760;379
271;640;692;321;314;508
139;158;595;572;990;151
604;257;554;642;614;981
987;277;263;702;210;959
685;289;899;113;563;697
570;534;386;328;440;60
729;699;687;438;842;471
828;406;622;651;722;774
434;261;876;955;755;256
766;254;146;823;972;261
423;350;326;847;558;652
606;215;743;86;810;246
161;880;262;894;545;63
370;769;778;251;661;635
667;927;469;545;402;101
583;628;288;135;235;228
766;911;567;444;782;245
495;449;70;568;953;517
995;64;201;943;908;931
745;479;507;139;901;624
135;265;655;953;696;322
480;705;675;796;133;189
995;607;607;727;384;418
658;263;835;207;436;131
494;788;761;584;263;680
116;374;899;311;377;62
192;450;238;62;300;506
773;422;630;617;410;655
962;791;978;213;829;566
255;401;732;562;574;305
236;419;931;883;819;423
50;108;585;221;480;92
487;249;91;99;960;264
108;783;764;321;306;438
125;832;692;153;503;672
765;455;989;196;216;78
861;369;203;511;664;570
537;849;584;813;553;139
855;67;491;556;273;733
284;93;742;572;987;758
881;540;715;423;483;344
106;692;827;200;694;470
706;951;855;692;283;123
366;428;893;69;744;820
525;365;912;314;426;655
865;703;496;473;123;395
873;145;942;886;877;113
260;250;163;947;960;714
827;502;175;410;608;118
542;740;68;507;379;520
851;222;486;95;96;771
757;817;840;473;694;198
206;958;848;596;211;113
857;646;111;579;783;331
269;497;632;457;981;809
862;686;311;673;164;89
479;90;334;84;886;375
418;798;773;532;356;604
702;502;341;364;998;273
763;650;51;695;424;739
557;591;978;977;450;619
374;372;222;414;653;565
567;829;75;160;760;106
639;76;270;957;372;353
523;104;896;116;860;353
151;950;636;636;236;719
479;854;119;114;341;363
707;947;428;565;110;948
573;753;168;275;66;197
302;111;325;87;292;480
718;353;837;429;642;263
431;409;420;543;680;941
108;199;176;960;719;957
469;591;243;594;427;654
511;348;781;798;745;917
314;439;426;475;883;522
329;281;474;510;280;481
945;391;895;549;457;942
160;851;355;396;963;582
797;149;817;853;525;991
637;414;636;752;71;122
258;565;698;627;141;730
595;631;409;143;379;495
110;741;743;430;834;137
317;377;930;509;256;664
483;962;764;784;601;764
311;344;608;840;497;359
559;356;768;330;820;871
424;410;205;480;835;839
345;599;347;345;514;983
710;469;525;856;882;306
70;75;353;324;132;772
601;916;176;876;197;800
502;485;642;947;852;716
327;148;564;237;134;515
176;370;496;848;358;936
248;308;552;708;796;363
366;255;508;886;543;210
922;897;956;840;880;74
533;116;735;259;903;850
991;612;249;223;678;326
359;195;413;55;54;926
597;630;319;630;223;733
229;58;997;817;648;652
554;566;692;79;68;986
454;631;710;793;382;373
428;852;199;343;624;255
528;846;291;75;656;117
905;487;72;635;217;149
601;166;633;977;283;573
234;528;841;514;853;937
494;862;477;950;740;699
370;776;196;568;555;909
799;325;287;402;347;419
355;168;306;673;344;618
737;320;490;554;942;632
390;819;295;154;680;256
608;725;968;768;282;215
848;586;144;914;950;600
740;108;971;404;315;194
354;176;118;861;594;82
979;283;862;734;241;379
725;683;460;800;764;244
187;623;429;641;219;890
391;856;747;958;406;91
818;861;636;625;505;488
814;904;953;717;420;485
130;192;465;144;214;442
896;576;107;774;936;743
662;881;234;302;144;426
